species,pi,xi,kernel,TL,OI,FT
species001,0.09532701881446977,0.026214930173979186,Exponential,1.000000000000001,0,basal
species002,0.09532701881447,0.02621493017397925,Exponential,1.0000000000000036,0,basal
species003,0.09532701881447042,0.026214930173979367,Exponential,1.000000000000008,0,basal
species004,0.0953270188144714,0.026214930173979634,Exponential,1.0000000000000182,0,basal
species005,0.0953270188144698,0.026214930173979193,Exponential,1.0000000000000013,0,basal
species006,0.0953270188144691,0.026214930173979002,Exponential,0.9999999999999941,0,basal
species007,0.09532701881446905,0.02621493017397899,Exponential,0.9999999999999936,0,basal
species008,0.09532701881447192,0.026214930173979776,Exponential,1.0000000000000235,0,basal
species009,0.09532701881446959,0.026214930173979138,Exponential,0.9999999999999992,0,basal
species010,0.09532701881447013,0.026214930173979283,Exponential,1.0000000000000049,0,basal
species011,0.09532701881446973,0.026214930173979172,Exponential,1.0000000000000007,0,basal
species012,0.09532701881446973,0.026214930173979172,Exponential,1.0000000000000007,0,basal
species013,0.09532701881447,0.02621493017397925,Exponential,1.0000000000000036,0,basal
species014,0.09532701881446994,0.02621493017397923,Exponential,1.0000000000000029,0,basal
species015,0.09532701881446964,0.02621493017397915,Exponential,0.9999999999999999,0,basal
species016,0.09532701881446969,0.026214930173979162,Exponential,1.0000000000000002,0,basal
species017,0.0953270188144698,0.026214930173979193,Exponential,1.0000000000000013,0,basal
species018,0.09532701881446964,0.02621493017397915,Exponential,0.9999999999999998,0,basal
species019,0.0953270188144696,0.02621493017397914,Exponential,0.9999999999999993,0,basal
species020,0.09532701881446956,0.026214930173979127,Exponential,0.9999999999999989,0,basal
species021,0.09532701881446953,0.02621493017397912,Exponential,0.9999999999999987,0,basal
species022,0.09532701881446956,0.026214930173979127,Exponential,0.9999999999999989,0,basal
species023,0.09532701881446969,0.026214930173979162,Exponential,1.0000000000000002,0,basal
species024,0.0953270188144697,0.02621493017397917,Exponential,1.0000000000000004,0,basal
species025,0.09532701881446973,0.026214930173979172,Exponential,1.0000000000000007,0,basal
species026,0.09532701881446973,0.026214930173979172,Exponential,1.0000000000000007,0,basal
species027,0.09532701881446942,0.026214930173979092,Exponential,0.9999999999999976,0,basal
species028,0.09532701881446938,0.02621493017397908,Exponential,0.999999999999997,0,basal
species029,0.09532701881446957,0.02621493017397913,Exponential,0.999999999999999,0,basal
species030,0.09532701881446955,0.026214930173979124,Exponential,0.9999999999999988,0,basal
species031,0.09532701881446957,0.02621493017397913,Exponential,0.999999999999999,0,basal
species032,0.09532701881446959,0.026214930173979138,Exponential,0.9999999999999992,0,basal
species033,0.09532701881446959,0.026214930173979134,Exponential,0.9999999999999991,0,basal
species034,0.09532701881446964,0.026214930173979148,Exponential,0.9999999999999997,0,basal
species035,0.09532701881446963,0.026214930173979144,Exponential,0.9999999999999996,0,basal
species036,0.0953270188144697,0.02621493017397917,Exponential,1.0000000000000004,0,basal
species037,0.09532701881446948,0.026214930173979106,Exponential,0.9999999999999981,0,basal
species038,0.0953270188144698,0.026214930173979193,Exponential,1.0000000000000013,0,basal
species039,0.0953270188144697,0.02621493017397917,Exponential,1.0000000000000004,0,basal
species040,0.09532701881446953,0.02621493017397912,Exponential,0.9999999999999986,0,basal
species041,0.09532701881446964,0.02621493017397915,Exponential,0.9999999999999999,0,basal
species042,0.09532701881446963,0.026214930173979144,Exponential,0.9999999999999996,0,basal
species043,0.095327018814469755,0.02621493017397918,Exponential,1.0000000000000009,0,basal
species044,0.09532701881446956,0.026214930173979127,Exponential,0.9999999999999989,0,basal
species045,0.095327018814469755,0.02621493017397918,Exponential,1.0000000000000009,0,basal
species046,0.095327018814469755,0.02621493017397918,Exponential,1.0000000000000009,0,basal
