species,pi,xi,kernel,TL,OI,FT
species105,0.2,0.055,Exponential,2.685066367125211,0.291224382829234,omnivore
species106,0.2,0.055,Exponential,2.6850663671252137,0.291224382829234,omnivore
species107,0.2,0.055,Exponential,2.742548139434957,0.30314812165525123,omnivore
species108,0.2,0.055,Exponential,2.7979848763485364,0.3112695888575851,omnivore
species109,0.2,0.055,Exponential,2.811038026630159,0.31508236361737024,omnivore
species110,0.2,0.055,Exponential,2.8241338300140617,0.319158606563263,omnivore
species111,0.2,0.055,Exponential,2.8241338300140635,0.319158606563263,omnivore
species112,0.2,0.055,Exponential,2.824133830014059,0.319158606563263,omnivore
species113,0.2,0.055,Exponential,2.8367780539709333,0.32276882673722057,omnivore
species114,0.2,0.055,Exponential,2.836778053970929,0.32276882673722057,omnivore
species115,0.2,0.055,Exponential,2.8367780539709297,0.32276882673722057,omnivore
species116,0.2,0.055,Exponential,2.836778053970929,0.32276882673722057,omnivore
species117,0.2,0.055,Exponential,2.8514583707072623,0.31593175916282706,omnivore
species118,0.2,0.055,Exponential,2.8492036408895296,0.32625309085268833,omnivore
species119,0.2,0.055,Exponential,2.8475244172323313,0.3365176081942165,omnivore
species120,0.2,0.055,Exponential,2.881234842057765,0.35653596298424983,omnivore
species121,0.2,0.055,Exponential,2.8812348420577663,0.35653596298424983,omnivore
species122,0.2,0.055,Exponential,2.8947923011663472,0.34989002161181065,omnivore
species123,0.2,0.055,Exponential,2.8812348420577694,0.35653596298425005,omnivore
species124,0.2,0.055,Exponential,2.8812348420577667,0.35653596298425005,omnivore
species125,0.2,0.055,Exponential,2.8812348420577667,0.35653596298425005,omnivore
species126,0.2,0.055,Exponential,2.9474221527207662,0.37501772345698475,omnivore
species127,0.2,0.055,Exponential,2.970797378482702,0.36951979377248795,omnivore
species128,0.2,0.055,Exponential,2.9574987842569125,0.3771912665928232,omnivore
species129,0.2,0.055,Exponential,2.957498784256913,0.3771912665928232,omnivore
species130,0.2,0.055,Exponential,2.9707973784826973,0.36951979377248817,omnivore
species131,0.2,0.055,Exponential,2.9707973784826995,0.36951979377248817,omnivore
species132,0.2,0.055,Exponential,2.9616678477492306,0.39797725955485524,omnivore
species133,0.2,0.055,Exponential,2.972254139250486,0.4016809990095149,omnivore
species134,0.2,0.055,Exponential,2.972254139250486,0.4016809990095149,omnivore
species135,0.2,0.055,Exponential,2.9827389378427305,0.40534453564197315,omnivore
species136,0.2,0.055,Exponential,3.039075326515277,0.4335842341810441,omnivore
species137,0.2,0.055,Exponential,3.025165792352213,0.4500783258128628,omnivore
species138,0.2,0.055,Exponential,3.025165792352218,0.4500783258128628,omnivore
species139,0.2,0.055,Exponential,3.042868980238424,0.4546590673828296,omnivore
species140,0.2,0.055,Exponential,3.042868980238427,0.4546590673828296,omnivore
species141,0.2,0.055,Exponential,3.054204512632321,0.44765104436469094,omnivore
species142,0.2,0.055,Exponential,3.0718009026200925,0.45236966932674605,omnivore
species143,0.2,0.055,Exponential,3.092947066101672,0.4516619926121716,omnivore
species144,0.2,0.055,Exponential,3.092947066101668,0.4516619926121716,omnivore
species145,0.2,0.055,Exponential,3.1378667065244703,0.4501108983048059,omnivore
species146,0.2,0.055,Exponential,3.1464536206683698,0.45254914883899217,omnivore
species147,0.2,0.055,Exponential,3.157953124886345,0.4635361402438749,omnivore
species148,0.2,0.055,Exponential,3.174406083181922,0.4670707134840886,omnivore
species149,0.2,0.055,Exponential,3.174406083181926,0.4670707134840885,omnivore
species150,0.2,0.055,Exponential,3.184312178880724,0.4731340277865846,omnivore
species151,0.2,0.055,Exponential,3.1843121788807247,0.4731340277865846,omnivore
species152,0.2,0.055,Exponential,3.1843121788807274,0.4731340277865846,omnivore
species153,0.2,0.055,Exponential,3.1941251161026587,0.4788572325867881,omnivore
species154,0.2,0.055,Exponential,3.1961264059593835,0.4834013993007998,omnivore
species155,0.2,0.055,Exponential,3.196126405959383,0.4834013993007998,omnivore
species156,0.2,0.055,Exponential,3.3015152204905784,0.4860674440986628,omnivore
species157,0.2,0.055,Exponential,3.335278042782071,0.4999062006621239,omnivore
species158,0.2,0.055,Exponential,3.3352780427820714,0.4999062006621239,omnivore
species159,0.2,0.055,Exponential,3.3733218037766775,0.4942050064891693,omnivore
species160,0.2,0.055,Exponential,3.3810597098231843,0.4943994916399068,omnivore
species161,0.2,0.055,Exponential,3.4036382433604984,0.4868226641735653,omnivore
species162,0.2,0.055,Exponential,3.4194094595780316,0.4699067682603314,omnivore
species163,0.2,0.055,Exponential,3.427849989686033,0.49561928622410345,omnivore
species164,0.2,0.055,Exponential,3.4278499896860315,0.49561928622410345,omnivore
species165,0.2,0.055,Exponential,3.469989067179147,0.5101149643581465,omnivore
species166,0.2,0.055,Exponential,3.4921087719315076,0.5189642714246699,omnivore
species167,0.2,0.055,Exponential,3.501142623495441,0.5412244993315164,omnivore
species168,0.2,0.055,Exponential,3.4853411221954897,0.5589980190117971,omnivore
species169,0.2,0.055,Exponential,3.4853411221954884,0.5589980190117971,omnivore
species170,0.2,0.055,Exponential,3.4853411221954924,0.5589980190117971,omnivore
species171,0.2,0.055,Exponential,3.503341376180122,0.5527630271886691,omnivore
species172,0.2,0.055,Exponential,3.504408314379905,0.5587326173135264,omnivore
species173,0.2,0.055,Exponential,3.5130725198811064,0.5594906662745571,omnivore
species174,0.2,0.055,Exponential,3.5130725198811077,0.5594906662745571,omnivore
species175,0.2,0.055,Exponential,3.513539380151293,0.5656188631714045,omnivore
species176,0.2,0.055,Exponential,3.5135393801512915,0.5656188631714045,omnivore
species177,0.2,0.055,Exponential,3.522471322136412,0.5667307745238965,omnivore
species178,0.2,0.055,Exponential,3.5478547791231763,0.54807271374833,omnivore
species179,0.2,0.055,Exponential,3.5504041911535396,0.5663477568337627,omnivore
species180,0.2,0.055,Exponential,3.5504041911535413,0.5663477568337627,omnivore
species181,0.2,0.055,Exponential,3.5790294859809584,0.5824886780354891,omnivore
species182,0.2,0.055,Exponential,3.588264430745763,0.5837632819843892,omnivore
species183,0.2,0.055,Exponential,3.571750389231723,0.6111309632978826,omnivore
species184,0.2,0.055,Exponential,3.5810558196714455,0.6123680196817809,omnivore
species185,0.2,0.055,Exponential,3.5908263489928176,0.6200371925969284,omnivore
species186,0.2,0.055,Exponential,3.5908263489928194,0.6200371925969284,omnivore
species187,0.2,0.055,Exponential,3.590826348992819,0.6200371925969284,omnivore
species188,0.2,0.055,Exponential,3.5908263489928225,0.6200371925969284,omnivore
species189,0.2,0.055,Exponential,3.5911925855805182,0.6268384482300603,omnivore
species190,0.2,0.055,Exponential,3.591192585580519,0.6268384482300603,omnivore
species191,0.2,0.055,Exponential,3.591566960759049,0.6337905656105994,omnivore
species192,0.2,0.055,Exponential,3.583968437948626,0.6630784349946278,omnivore
species193,0.2,0.055,Exponential,3.583968437948629,0.6630784349946278,omnivore
species194,0.2,0.055,Exponential,3.583968437948628,0.6630784349946278,omnivore
species195,0.2,0.055,Exponential,3.5839684379486276,0.6630784349946278,omnivore
species196,0.2,0.055,Exponential,3.6016309349958977,0.6494749735378019,omnivore
species197,0.2,0.055,Exponential,3.6014681894121594,0.6644042540670269,omnivore
species198,0.2,0.055,Exponential,3.6303619870104735,0.650696054741901,omnivore
species199,0.2,0.055,Exponential,3.630291198375602,0.6583508714960957,omnivore
species200,0.2,0.055,Exponential,3.630291198375604,0.6583508714960958,omnivore
species201,0.2,0.055,Exponential,3.630291198375604,0.6583508714960958,omnivore
species202,0.2,0.055,Exponential,3.6302911983756028,0.6583508714960957,omnivore
species203,0.2,0.055,Exponential,3.698582696483202,0.6821231450340608,omnivore
species204,0.2,0.055,Exponential,3.729314095946667,0.6622281478356593,omnivore
species205,0.2,0.055,Exponential,3.718057480803661,0.6892484389970948,omnivore
species206,0.2,0.055,Exponential,3.7346005729194123,0.7120106387770456,omnivore
species207,0.2,0.055,Exponential,3.7357392902939925,0.728320997300554,omnivore
species208,0.2,0.055,Exponential,3.7449678753943254,0.727454132448233,omnivore
species209,0.2,0.055,Exponential,3.7540177216388098,0.7264876656109093,omnivore
species210,0.2,0.055,Exponential,3.75401772163881,0.7264876656109094,omnivore
species211,0.2,0.055,Exponential,3.8036256698571576,0.6772901521774181,omnivore
species212,0.2,0.055,Exponential,3.803625669857161,0.6772901521774181,omnivore
species213,0.2,0.055,Exponential,3.855034760419885,0.6849928041087994,omnivore
species214,0.2,0.055,Exponential,3.8880412997534144,0.6999770442538409,omnivore
species215,0.2,0.055,Exponential,3.8880412997534135,0.6999770442538409,omnivore
species216,0.2,0.055,Exponential,3.9657975994291994,0.631446741227234,omnivore
species217,0.2,0.055,Exponential,4.010506076062505,0.6270156709878076,omnivore
species218,0.2,0.055,Exponential,4.0486736875252065,0.6323711309960206,omnivore
species219,0.2,0.055,Exponential,4.0543818299843215,0.6529408900610694,omnivore
species220,0.2,0.055,Exponential,4.074189310829451,0.6774230969957916,omnivore
species221,0.2,0.055,Exponential,4.144720074573669,0.6309510305884407,omnivore
species222,0.2,0.055,Exponential,4.161396334766913,0.6329379775861632,omnivore
species223,0.2,0.055,Exponential,4.163521527974959,0.6396431601002319,omnivore
species224,0.2,0.055,Exponential,4.173440411358883,0.6445066560398048,omnivore
species225,0.2,0.055,Exponential,4.173440411358882,0.6445066560398048,omnivore
species226,0.2,0.055,Exponential,4.173440411358886,0.6445066560398047,omnivore
species227,0.2,0.055,Exponential,4.173440411358883,0.6445066560398048,omnivore
species228,0.2,0.055,Exponential,4.191439336362275,0.6479653075312767,omnivore
species229,0.2,0.055,Exponential,4.19143933636228,0.6479653075312767,omnivore
species230,0.2,0.055,Exponential,4.203720188237826,0.6612609415138467,omnivore
species231,0.2,0.055,Exponential,4.2057492154638005,0.6684088617126333,omnivore
species232,0.2,0.055,Exponential,4.205749215463801,0.6684088617126333,omnivore
species233,0.2,0.055,Exponential,4.2095371279109,0.6833219294943812,omnivore
species234,0.2,0.055,Exponential,4.209537127910899,0.6833219294943812,omnivore
species235,0.2,0.055,Exponential,4.220656913532184,0.6903776174729761,omnivore
species236,0.2,0.055,Exponential,4.220656913532179,0.6903776174729761,omnivore
species237,0.2,0.055,Exponential,4.235327062100828,0.714109895770065,omnivore
species238,0.2,0.055,Exponential,4.244963000546514,0.7135081128958961,omnivore
species239,0.2,0.055,Exponential,4.244963000546514,0.7135081128958961,omnivore
species240,0.2,0.055,Exponential,4.286021596404928,0.6844995888209429,omnivore
species241,0.2,0.055,Exponential,4.287399565703977,0.6927944994787006,omnivore
species242,0.2,0.055,Exponential,4.288811984235502,0.7012928417074206,omnivore
species243,0.2,0.055,Exponential,4.321251095858164,0.6592454523329145,omnivore
species244,0.2,0.055,Exponential,4.333723925672359,0.6676528534717278,omnivore
species245,0.2,0.055,Exponential,4.3462858895511145,0.6761386062383937,omnivore
species246,0.2,0.055,Exponential,4.346285889551117,0.6761386062383937,omnivore
species247,0.2,0.055,Exponential,4.4248011109661105,0.557015577263289,omnivore
species248,0.2,0.055,Exponential,4.42480111096611,0.557015577263289,omnivore
species249,0.2,0.055,Exponential,4.44450214518697,0.5567181103252145,omnivore
species250,0.2,0.055,Exponential,4.4631928699606105,0.5557183283009711,omnivore
species251,0.2,0.055,Exponential,4.463192869960611,0.5557183283009711,omnivore
species252,0.2,0.055,Exponential,4.490316576764076,0.554265491544593,omnivore
species253,0.2,0.055,Exponential,4.492676593717493,0.5607426661072462,omnivore
species254,0.2,0.055,Exponential,4.51006860888204,0.5591653033737358,omnivore
species255,0.2,0.055,Exponential,4.51006860888204,0.5591653033737358,omnivore
species256,0.2,0.055,Exponential,4.510068608882039,0.5591653033737358,omnivore
species257,0.2,0.055,Exponential,4.526722621239866,0.5572234450018042,omnivore
species258,0.2,0.055,Exponential,4.547803070543445,0.5673717685970197,omnivore
species259,0.2,0.055,Exponential,4.54780307054344,0.5673717685970197,omnivore
species260,0.2,0.055,Exponential,4.560197632218673,0.5790472271338889,omnivore
species261,0.2,0.055,Exponential,4.560197632218677,0.5790472271338889,omnivore
species262,0.2,0.055,Exponential,4.562106893058409,0.5858062206971085,omnivore
species263,0.2,0.055,Exponential,4.616344772411656,0.5264068887313244,omnivore
species264,0.2,0.055,Exponential,4.616344772411654,0.5264068887313244,omnivore
species265,0.2,0.055,Exponential,4.616344772411658,0.5264068887313244,omnivore
species266,0.2,0.055,Exponential,4.616344772411654,0.5264068887313244,omnivore
species267,0.2,0.055,Exponential,4.624612387522684,0.5253763150230877,omnivore
species268,0.2,0.055,Exponential,4.624612387522684,0.5253763150230877,omnivore
species269,0.2,0.055,Exponential,4.705800184435519,0.3595659378698487,omnivore
species270,0.2,0.055,Exponential,4.723839035288151,0.36360511368450055,omnivore
species271,0.2,0.055,Exponential,4.7266999027369945,0.367422931575387,omnivore
species272,0.2,0.055,Exponential,4.7266999027369945,0.367422931575387,omnivore
species273,0.2,0.055,Exponential,4.726699902736994,0.367422931575387,omnivore
species274,0.2,0.055,Exponential,4.7416296855517945,0.3675967527624428,omnivore
species275,0.2,0.055,Exponential,4.7416296855517945,0.3675967527624428,omnivore
species276,0.2,0.055,Exponential,4.741629685551793,0.3675967527624428,omnivore
species277,0.2,0.055,Exponential,4.747762717964298,0.3751106899203286,omnivore
species278,0.2,0.055,Exponential,4.767476112863959,0.38048775719345346,omnivore
species279,0.2,0.055,Exponential,4.767476112863959,0.38048775719345346,omnivore
species280,0.2,0.055,Exponential,4.779173198510199,0.38497000971600315,omnivore
species281,0.2,0.055,Exponential,4.795459381163778,0.38667888666617556,omnivore
species282,0.2,0.055,Exponential,4.79545938116378,0.38667888666617556,omnivore
species283,0.2,0.055,Exponential,4.798978875199728,0.390297174018636,omnivore
species284,0.2,0.055,Exponential,4.7989788751997295,0.390297174018636,omnivore
species285,0.2,0.055,Exponential,4.798978875199726,0.390297174018636,omnivore
species286,0.2,0.055,Exponential,4.807209085932636,0.39127289769261403,omnivore
species287,0.2,0.055,Exponential,4.8466391256330725,0.40124316744211574,omnivore
species288,0.2,0.055,Exponential,4.954012507589922,0.21966618899029333,omnivore
species289,0.2,0.055,Exponential,4.954012507589924,0.21966618899029333,omnivore
species290,0.2,0.055,Exponential,4.9787926596943075,0.22391939591346574,omnivore
species291,0.2,0.055,Exponential,4.990905846684894,0.22597292768870159,omnivore
species292,0.2,0.055,Exponential,4.997871713104088,0.22714754717043276,omnivore
species293,0.2,0.055,Exponential,5.040465200547368,0.11657436900222984,carnivore
species294,0.2,0.055,Exponential,5.131452860672384,0.1159752432874385,carnivore
species295,0.2,0.055,Exponential,5.145737902001569,0.11626346374561894,carnivore
species296,0.2,0.055,Exponential,5.1761038189774045,0.10456724148066213,carnivore
species297,0.2,0.055,Exponential,5.220164766097619,0.10710116817458412,carnivore
species298,0.2,0.055,Exponential,5.312192810416806,0.10212208573182245,carnivore
species299,0.2,0.055,Exponential,5.335609976261332,0.10803083357050924,carnivore
species300,0.2,0.055,Exponential,5.335609976261332,0.10803083357050924,carnivore
species301,0.2,0.055,Exponential,5.348966920712531,0.10564281072665663,carnivore
species302,0.2,0.055,Exponential,5.370286853268573,0.09996027229600755,carnivore
species303,0.2,0.055,Exponential,5.393175242128387,0.0949172366070609,carnivore
species304,0.2,0.055,Exponential,5.393175242128388,0.0949172366070609,carnivore
species305,0.2,0.055,Exponential,5.401277834212563,0.09078589018756279,carnivore
species306,0.2,0.055,Exponential,5.408101719069074,0.09339030909125029,carnivore
species307,0.2,0.055,Exponential,5.408101719069074,0.09339030909125029,carnivore
species308,0.2,0.055,Exponential,5.4162777690369515,0.08914301671563428,carnivore
species309,0.2,0.055,Exponential,5.432622796557181,0.08072656279640839,carnivore
species310,0.2,0.055,Exponential,5.440791590410425,0.07657008266052827,carnivore
species311,0.2,0.055,Exponential,5.440791590410423,0.07657008266052827,carnivore
species312,0.2,0.055,Exponential,5.447689040016627,0.0792516753865103,carnivore
species313,0.2,0.055,Exponential,5.461356533513577,0.08455590153351501,carnivore
species314,0.2,0.055,Exponential,5.461356533513574,0.08455590153351501,carnivore
species315,0.2,0.055,Exponential,5.461356533513576,0.08455590153351501,carnivore
species316,0.2,0.055,Exponential,5.468506023230047,0.08760121777105158,carnivore
species317,0.2,0.055,Exponential,5.514294477024705,0.08259833935097481,carnivore
species318,0.2,0.055,Exponential,5.514294477024702,0.08259833935097481,carnivore
species319,0.2,0.055,Exponential,5.537687827424554,0.08954913273050376,carnivore
species320,0.2,0.055,Exponential,5.537687827424552,0.08954913273050376,carnivore
species321,0.2,0.055,Exponential,5.543877879828341,0.08761732615527382,carnivore
species322,0.2,0.055,Exponential,5.543877879828342,0.08761732615527382,carnivore
species323,0.2,0.055,Exponential,5.559799537808498,0.0918030858200602,carnivore
species324,0.2,0.055,Exponential,5.5597995378085,0.0918030858200602,carnivore
species325,0.2,0.055,Exponential,5.559799537808498,0.0918030858200602,carnivore
species326,0.2,0.055,Exponential,5.5597995378085,0.0918030858200602,carnivore
species327,0.2,0.055,Exponential,5.594693346287376,0.10795742605949973,carnivore
species328,0.2,0.055,Exponential,5.6320950143648805,0.13121078594295074,carnivore
species329,0.2,0.055,Exponential,5.6586426980476165,0.1467069501429861,carnivore
species330,0.2,0.055,Exponential,5.704625955958271,0.16281881006059823,carnivore
species331,0.2,0.055,Exponential,5.729036619750377,0.17544300558436207,carnivore
species332,0.2,0.055,Exponential,5.735183522921846,0.1738360438457474,carnivore
species333,0.2,0.055,Exponential,5.768669982995558,0.17043434946042027,carnivore
species334,0.2,0.055,Exponential,5.768669982995558,0.17043434946042027,carnivore
species335,0.2,0.055,Exponential,5.781939653033107,0.16651663612321022,carnivore
species336,0.2,0.055,Exponential,5.781939653033105,0.16651663612321022,carnivore
species337,0.2,0.055,Exponential,5.805154756587407,0.17247579498626633,carnivore
species338,0.2,0.055,Exponential,5.819094420334466,0.16793703406917793,carnivore
species339,0.2,0.055,Exponential,5.848557708120466,0.15746374205528268,carnivore
species340,0.2,0.055,Exponential,5.848557708120463,0.15746374205528268,carnivore
species341,0.2,0.055,Exponential,5.864965568103892,0.1647525379783513,carnivore
species342,0.2,0.055,Exponential,5.872952771771239,0.16817308830925332,carnivore
species343,0.2,0.055,Exponential,5.888347487273916,0.16844872580841838,carnivore
species344,0.2,0.055,Exponential,5.934009293889929,0.17370403301266515,carnivore
species345,0.2,0.055,Exponential,5.956745125030257,0.1705384551511672,carnivore
species346,0.2,0.055,Exponential,5.964603161980783,0.16723439787208924,carnivore
species347,0.2,0.055,Exponential,5.972364695148041,0.17041033060436725,carnivore
species348,0.2,0.055,Exponential,5.980024855139687,0.16736884562884785,carnivore
species349,0.2,0.055,Exponential,5.987915760289781,0.1707153389085294,carnivore
species350,0.2,0.055,Exponential,5.995612134814687,0.16762961510921257,carnivore
species351,0.2,0.055,Exponential,6.019512924239344,0.16499980866106304,carnivore
species352,0.2,0.055,Exponential,6.019512924239342,0.16499980866106304,carnivore
species353,0.2,0.055,Exponential,6.043276525503655,0.17028129204310088,carnivore
species354,0.2,0.055,Exponential,6.0506393280576765,0.16770052705850508,carnivore
species355,0.2,0.055,Exponential,6.057942185682625,0.16524115005913617,carnivore
species356,0.2,0.055,Exponential,6.057942185682622,0.16524115005913617,carnivore
species357,0.2,0.055,Exponential,6.057942185682624,0.16524115005913617,carnivore
species358,0.2,0.055,Exponential,6.057942185682624,0.16524115005913617,carnivore
species359,0.2,0.055,Exponential,6.065195226118259,0.16288993860390855,carnivore
species360,0.2,0.055,Exponential,6.159696160043755,0.16844653830678824,carnivore
species361,0.2,0.055,Exponential,6.191678961561531,0.16954549006792521,carnivore
species362,0.2,0.055,Exponential,6.239948077319682,0.1695409775573839,carnivore
species363,0.2,0.055,Exponential,6.248316487001921,0.16589159303574522,carnivore
species364,0.2,0.055,Exponential,6.248316487001923,0.16589159303574522,carnivore
species365,0.2,0.055,Exponential,6.28099506865583,0.15980842570851722,carnivore
species366,0.2,0.055,Exponential,6.289516226299986,0.15612105159901102,carnivore
species367,0.2,0.055,Exponential,6.307013695741489,0.14828920428789713,carnivore
species368,0.2,0.055,Exponential,6.323774220043133,0.15516208946865556,carnivore
species369,0.2,0.055,Exponential,6.323774220043136,0.15516208946865556,carnivore
species370,0.2,0.055,Exponential,6.340012226590733,0.15539556655703687,carnivore
species371,0.2,0.055,Exponential,6.340012226590734,0.15539556655703685,carnivore
species372,0.2,0.055,Exponential,6.356111178618833,0.16161894055773113,carnivore
species373,0.2,0.055,Exponential,6.356111178618832,0.16161894055773113,carnivore
species374,0.2,0.055,Exponential,6.380176803624006,0.15818730265709446,carnivore
