species,pi,xi,kernel,TL,OI,FT
species001,0.052150803724493044,0.05500000000000001,Exponential,1.0000000000000029,0,basal
species002,0.052150803724493204,0.05500000000000001,Exponential,1.000000000000006,0,basal
species003,0.052150803724492614,0.05500000000000001,Exponential,0.9999999999999947,0,basal
species004,0.052150803724492836,0.05500000000000001,Exponential,0.999999999999999,0,basal
species005,0.05215080372449409,0.05500000000000001,Exponential,1.0000000000000229,0,basal
species006,0.0521508037244916,0.05500000000000001,Exponential,0.9999999999999754,0,basal
species007,0.05215080372449408,0.05500000000000001,Exponential,1.0000000000000226,0,basal
species008,0.05215080372449309,0.05500000000000001,Exponential,1.0000000000000038,0,basal
species009,0.0521508037244933,0.05500000000000001,Exponential,1.0000000000000078,0,basal
species010,0.052150803724493426,0.05500000000000001,Exponential,1.0000000000000102,0,basal
species011,0.0521508037244933,0.05500000000000001,Exponential,1.0000000000000078,0,basal
species012,0.052150803724493426,0.05500000000000001,Exponential,1.0000000000000102,0,basal
species013,0.05215080372449348,0.05500000000000001,Exponential,1.0000000000000113,0,basal
species014,0.05215080372449319,0.05500000000000001,Exponential,1.0000000000000058,0,basal
species015,0.05215080372449348,0.05500000000000001,Exponential,1.0000000000000113,0,basal
species016,0.05215080372449347,0.05500000000000001,Exponential,1.000000000000011,0,basal
species017,0.05215080372449338,0.05500000000000001,Exponential,1.0000000000000093,0,basal
species018,0.05215080372449308,0.05500000000000001,Exponential,1.0000000000000036,0,basal
species019,0.05215080372449321,0.05500000000000001,Exponential,1.0000000000000062,0,basal
species020,0.052150803724493225,0.05500000000000001,Exponential,1.0000000000000064,0,basal
species021,0.052150803724493225,0.05500000000000001,Exponential,1.0000000000000064,0,basal
species022,0.05215080372449306,0.05500000000000001,Exponential,1.000000000000003,0,basal
species023,0.052150803724493114,0.05500000000000001,Exponential,1.0000000000000042,0,basal
species024,0.05215080372449293,0.05500000000000001,Exponential,1.0000000000000009,0,basal
species025,0.05215080372449297,0.05500000000000001,Exponential,1.0000000000000016,0,basal
species026,0.05215080372449286,0.05500000000000001,Exponential,0.9999999999999993,0,basal
species027,0.05215080372449299,0.05500000000000001,Exponential,1.0000000000000018,0,basal
species028,0.052150803724493024,0.05500000000000001,Exponential,1.0000000000000024,0,basal
species029,0.05215080372449306,0.05500000000000001,Exponential,1.000000000000003,0,basal
species030,0.05215080372449308,0.05500000000000001,Exponential,1.0000000000000036,0,basal
species031,0.05215080372449297,0.05500000000000001,Exponential,1.0000000000000016,0,basal
species032,0.052150803724493024,0.05500000000000001,Exponential,1.0000000000000024,0,basal
