species,pi,xi,kernel,TL,OI,FT
species001,0.07966240652196793,0.02190716179354118,Exponential,1.000000000000003,0,basal
species002,0.07966240652196772,0.021907161793541123,Exponential,1.0000000000000007,0,basal
species003,0.07966240652196674,0.021907161793540852,Exponential,0.9999999999999882,0,basal
species004,0.07966240652196849,0.021907161793541335,Exponential,1.0000000000000102,0,basal
species005,0.07966240652196853,0.02190716179354134,Exponential,1.0000000000000107,0,basal
species006,0.07966240652196765,0.021907161793541106,Exponential,0.9999999999999998,0,basal
species007,0.07966240652196861,0.02190716179354137,Exponential,1.0000000000000118,0,basal
species008,0.07966240652196895,0.02190716179354146,Exponential,1.000000000000016,0,basal
species009,0.07966240652196832,0.021907161793541286,Exponential,1.000000000000008,0,basal
species010,0.0796624065219679,0.02190716179354117,Exponential,1.0000000000000029,0,basal
species011,0.07966240652196784,0.021907161793541154,Exponential,1.000000000000002,0,basal
species012,0.07966240652196772,0.021907161793541123,Exponential,1.0000000000000007,0,basal
species013,0.07966240652196777,0.021907161793541133,Exponential,1.000000000000001,0,basal
species014,0.07966240652196757,0.02190716179354108,Exponential,0.9999999999999988,0,basal
species015,0.07966240652196749,0.02190716179354106,Exponential,0.9999999999999978,0,basal
species016,0.07966240652196754,0.021907161793541075,Exponential,0.9999999999999984,0,basal
species017,0.07966240652196753,0.021907161793541068,Exponential,0.9999999999999981,0,basal
species018,0.07966240652196761,0.021907161793541092,Exponential,0.9999999999999993,0,basal
species019,0.07966240652196749,0.021907161793541057,Exponential,0.9999999999999976,0,basal
species020,0.07966240652196749,0.021907161793541057,Exponential,0.9999999999999976,0,basal
species021,0.07966240652196746,0.02190716179354105,Exponential,0.9999999999999973,0,basal
species022,0.07966240652196753,0.021907161793541068,Exponential,0.9999999999999981,0,basal
species023,0.07966240652196743,0.02190716179354104,Exponential,0.9999999999999969,0,basal
species024,0.0796624065219674,0.021907161793541036,Exponential,0.9999999999999967,0,basal
species025,0.07966240652196745,0.021907161793541047,Exponential,0.9999999999999971,0,basal
species026,0.07966240652196761,0.021907161793541092,Exponential,0.9999999999999993,0,basal
species027,0.07966240652196765,0.021907161793541106,Exponential,0.9999999999999998,0,basal
species028,0.07966240652196757,0.02190716179354108,Exponential,0.9999999999999987,0,basal
species029,0.07966240652196757,0.02190716179354108,Exponential,0.9999999999999987,0,basal
species030,0.07966240652196765,0.021907161793541106,Exponential,0.9999999999999998,0,basal
species031,0.07966240652196761,0.021907161793541092,Exponential,0.9999999999999993,0,basal
species032,0.07966240652196784,0.021907161793541154,Exponential,1.000000000000002,0,basal
species033,0.07966240652196778,0.02190716179354114,Exponential,1.0000000000000013,0,basal
species034,0.07966240652196772,0.021907161793541123,Exponential,1.0000000000000007,0,basal
species035,0.07966240652196752,0.021907161793541064,Exponential,0.999999999999998,0,basal
species036,0.07966240652196754,0.021907161793541075,Exponential,0.9999999999999984,0,basal
species037,0.0796624065219676,0.02190716179354109,Exponential,0.9999999999999991,0,basal
species038,0.07966240652196757,0.02190716179354108,Exponential,0.9999999999999988,0,basal
species039,0.07966240652196765,0.021907161793541102,Exponential,0.9999999999999997,0,basal
species040,0.07966240652196732,0.021907161793541012,Exponential,0.9999999999999957,0,basal
species041,0.07966240652196736,0.021907161793541022,Exponential,0.999999999999996,0,basal
species042,0.0796624065219674,0.021907161793541036,Exponential,0.9999999999999966,0,basal
species043,0.0796624065219673,0.021907161793541005,Exponential,0.9999999999999952,0,basal
species044,0.07966240652196727,0.021907161793540995,Exponential,0.9999999999999948,0,basal
species045,0.07966240652196716,0.021907161793540963,Exponential,0.9999999999999934,0,basal
species046,0.07966240652196722,0.021907161793540988,Exponential,0.9999999999999944,0,basal
species047,0.07966240652196714,0.02190716179354096,Exponential,0.9999999999999933,0,basal
species048,0.07966240652196721,0.02190716179354098,Exponential,0.9999999999999941,0,basal
species049,0.07966240652196722,0.021907161793540988,Exponential,0.9999999999999943,0,basal
species050,0.07966240652196735,0.02190716179354102,Exponential,0.9999999999999959,0,basal
species051,0.07966240652196732,0.021907161793541012,Exponential,0.9999999999999957,0,basal
species052,0.07966240652196724,0.021907161793540988,Exponential,0.9999999999999946,0,basal
species053,0.07966240652196754,0.02190716179354107,Exponential,0.9999999999999983,0,basal
species054,0.0796624065219674,0.021907161793541036,Exponential,0.9999999999999966,0,basal
species055,0.07966240652196749,0.02190716179354106,Exponential,0.9999999999999977,0,basal
species056,0.0796624065219674,0.021907161793541036,Exponential,0.9999999999999966,0,basal
species057,0.07966240652196742,0.021907161793541036,Exponential,0.9999999999999968,0,basal
species058,0.0796624065219674,0.021907161793541036,Exponential,0.9999999999999967,0,basal
species059,0.07966240652196752,0.021907161793541064,Exponential,0.999999999999998,0,basal
species060,0.07966240652196777,0.021907161793541133,Exponential,1.000000000000001,0,basal
species061,0.0796624065219676,0.02190716179354109,Exponential,0.9999999999999991,0,basal
species062,0.07966240652196765,0.021907161793541102,Exponential,0.9999999999999997,0,basal
species063,0.0796624065219677,0.021907161793541113,Exponential,1.0000000000000002,0,basal
species064,0.07966240652196777,0.021907161793541133,Exponential,1.000000000000001,0,basal
species065,0.0796624065219677,0.021907161793541113,Exponential,1.0000000000000002,0,basal
species066,0.0796624065219677,0.021907161793541113,Exponential,1.0000000000000002,0,basal
species067,0.0796624065219676,0.02190716179354109,Exponential,0.9999999999999991,0,basal
species068,0.07966240652196761,0.021907161793541092,Exponential,0.9999999999999993,0,basal
species069,0.07966240652196772,0.021907161793541123,Exponential,1.0000000000000007,0,basal
species070,0.07966240652196778,0.02190716179354114,Exponential,1.0000000000000013,0,basal
species071,0.07966240652196782,0.021907161793541147,Exponential,1.0000000000000018,0,basal
species072,0.07966240652196782,0.021907161793541147,Exponential,1.0000000000000018,0,basal
species073,0.0796624065219678,0.02190716179354114,Exponential,1.0000000000000016,0,basal
species074,0.07966240652196782,0.021907161793541147,Exponential,1.0000000000000018,0,basal
species075,0.0796624065219678,0.02190716179354114,Exponential,1.0000000000000016,0,basal
species076,0.07966240652196775,0.02190716179354113,Exponential,1.0000000000000009,0,basal
species077,0.07966240652196761,0.021907161793541092,Exponential,0.9999999999999992,0,basal
species078,0.07966240652196778,0.02190716179354114,Exponential,1.0000000000000013,0,basal
species079,0.07966240652196765,0.021907161793541106,Exponential,0.9999999999999998,0,basal
species080,0.0796624065219678,0.02190716179354114,Exponential,1.0000000000000016,0,basal
species081,0.07966240652196771,0.021907161793541116,Exponential,1.0000000000000004,0,basal
species082,0.07966240652196764,0.0219071617935411,Exponential,0.9999999999999996,0,basal
species083,0.07966240652196775,0.02190716179354113,Exponential,1.0000000000000009,0,basal
species084,0.07966240652196763,0.021907161793541095,Exponential,0.9999999999999994,0,basal
species085,0.0796624065219678,0.02190716179354114,Exponential,1.0000000000000016,0,basal
species086,0.07966240652196777,0.021907161793541133,Exponential,1.000000000000001,0,basal
species087,0.07966240652196765,0.021907161793541102,Exponential,0.9999999999999997,0,basal
species088,0.0796624065219677,0.021907161793541113,Exponential,1.0000000000000002,0,basal
species089,0.07966240652196782,0.021907161793541147,Exponential,1.0000000000000018,0,basal
species090,0.07966240652196778,0.02190716179354114,Exponential,1.0000000000000013,0,basal
species091,0.07966240652196784,0.021907161793541154,Exponential,1.000000000000002,0,basal
species092,0.07966240652196788,0.021907161793541165,Exponential,1.0000000000000024,0,basal
species093,0.07966240652196777,0.021907161793541133,Exponential,1.000000000000001,0,basal
species094,0.07966240652196767,0.02190716179354111,Exponential,1,0,basal
species095,0.0796624065219678,0.02190716179354114,Exponential,1.0000000000000016,0,basal
species096,0.07966240652196793,0.021907161793541182,Exponential,1.0000000000000033,0,basal
species097,0.07966240652196772,0.021907161793541123,Exponential,1.0000000000000007,0,basal
species098,0.0796624065219677,0.021907161793541113,Exponential,1.0000000000000002,0,basal
species099,0.07966240652196778,0.02190716179354114,Exponential,1.0000000000000013,0,basal
species100,0.07966240652196788,0.021907161793541165,Exponential,1.0000000000000024,0,basal
species101,0.07966240652196772,0.021907161793541123,Exponential,1.0000000000000007,0,basal
species102,0.07966240652196788,0.021907161793541165,Exponential,1.0000000000000027,0,basal
species103,0.07966240652196778,0.02190716179354114,Exponential,1.0000000000000013,0,basal
species104,0.0796624065219678,0.02190716179354114,Exponential,1.0000000000000016,0,basal
species105,0.07966240652196778,0.02190716179354114,Exponential,1.0000000000000013,0,basal
species106,0.07966240652196784,0.021907161793541154,Exponential,1.000000000000002,0,basal
species107,0.07966240652196784,0.021907161793541154,Exponential,1.000000000000002,0,basal
species108,0.07966240652196784,0.021907161793541154,Exponential,1.000000000000002,0,basal
species109,0.07966240652196788,0.021907161793541165,Exponential,1.0000000000000027,0,basal
species110,0.07966240652196772,0.021907161793541123,Exponential,1.0000000000000007,0,basal
species111,0.07966240652196782,0.021907161793541147,Exponential,1.0000000000000018,0,basal
species112,0.07966240652196775,0.02190716179354113,Exponential,1.0000000000000009,0,basal
species113,0.07966240652196767,0.02190716179354111,Exponential,1,0,basal
species114,0.07966240652196784,0.021907161793541154,Exponential,1.000000000000002,0,basal
species115,0.07966240652196782,0.021907161793541147,Exponential,1.0000000000000018,0,basal
species116,0.07966240652196782,0.021907161793541147,Exponential,1.0000000000000018,0,basal
species117,0.0796624065219679,0.02190716179354117,Exponential,1.0000000000000029,0,basal
species118,0.07966240652196782,0.021907161793541147,Exponential,1.0000000000000018,0,basal
species119,0.07966240652196785,0.021907161793541158,Exponential,1.0000000000000022,0,basal
